latitude;price;bathrooms;Součet hodnot: accommodates;Součet hodnot: beds;Součet hodnot: host_response_rate;Součet hodnot: bedrooms;longitude
-22.92779830606374;$68.00;1;2;1;1;1;-43.174942098416196
-22.927833288976863;$181.00;1;2;1;1;1;-43.17260649652285
-22.927856686449456;$89.00;1,5;2;1;1;1;-43.17754366816545
-22.927922489453177;$75.00;1;2;1;1;1;-43.33558747069337
-22.92793443832667;$102.00;2;2;1;0;1;-43.25228349325314
-22.927975638009908;$130.00;1;2;2;1;1;-43.244003507841114
-22.927976685099203;$79.00;1,5;2;1;1;1;-43.179505594550605
-22.927977006180328;$113.00;1;2;1;1;1;-43.18055549552358
-22.927980943507546;$120.00;1;2;1;1;1;-43.17331990118548
-22.928025981645273;$44.00;1;2;2;0,8;1;-43.22606928612282
-22.92806691643335;$199.00;;2;1;1;1;-43.24069136442068
-22.928081175926923;$58.00;1;2;1;1;1;-43.19315323444092
-22.92811430541088;$249.00;1;2;1;0,75;1;-43.20773025373201
-22.92812269474591;$360.00;1;2;1;0,98;1;-43.174491043630766
-22.928135201212367;$110.00;1;2;1;0;1;-43.18896368277433
-22.928175818058943;$58.00;1;2;2;1;1;-43.24207710993439
-22.92823741245003;$99.00;1;2;1;1;1;-43.17481179817971
-22.928251836493274;$137.00;1;2;1;1;1;-43.23942319888459
-22.928257024814517;$89.00;1,5;2;3;0;1;-43.24289093124964
-22.92825880533324;$109.00;1;2;1;1;1;-43.17469432464344
-22.928277136739847;$79.00;1;2;1;1;1;-43.2347358407811
-22.92835865116631;$126.00;1;2;3;0,8;1;-43.17651995468392
-22.928387942680093;$92.00;1;2;1;1;1;-43.17568276600123
-22.928528326589262;$106.00;2;2;2;1;1;-43.1770281799617
-22.928541474798948;$140.00;1;2;1;1;1;-43.19604365582392
-22.928567450374114;$150.00;1;2;1;1;0;-43.18026895340946
-22.928634251969314;$120.00;1;2;1;1;1;-43.17629526629632
-22.92874060255501;$79.00;1;2;2;1;1;-43.23510551533443
-22.9287697773533;$92.00;1;2;2;1;1;-43.1765159584629
-22.928780430174154;$154.00;1;2;2;1;1;-43.360511678096465
-22.928791446190527;$168.00;1;2;1;0;1;-43.17655997364856
-22.928856784762736;$106.00;2;2;1;1;1;-43.1819135601675
-22.928867735487774;$150.00;1,5;2;1;1;1;-43.17586459315676
-22.92888200119562;$44.00;1;2;1;0,83;1;-43.19319365076638
-22.928999840330402;$51.00;1;2;2;1;1;-43.24102502502153
-22.92912241629157;$65.00;1;2;2;1;0;-43.229256029406415
-22.929235403072365;$79.00;2;2;1;0,33;1;-43.23268510142178
-22.929236805932728;$99.00;1;2;1;1;1;-43.23451942590372
-22.92930625767863;$120.00;1;2;2;1;1;-43.36160254445071
-22.929306989854496;$150.00;1;2;1;1;1;-43.1810449376008
-22.9293092193827;$34.00;1;2;;0;1;-43.24684003890467
-22.929330926138103;$85.00;1;2;2;1;1;-43.175089952607046
-22.929332019931028;$249.00;2;2;1;1;1;-43.23290935917022
-22.929426413205256;$181.00;1;2;3;1;1;-43.17629314186962
-22.92947435688366;$89.00;1;2;1;0,9;1;-43.24319686399425
-22.92948857269757;$55.00;1;2;1;0,88;1;-43.179131282467885
-22.92950735678502;$120.00;1;2;1;1;1;-43.18290327881042
-22.929512652266716;$250.00;1;2;1;0,9;1;-43.177238612070354
-22.929523168218132;$79.00;1;2;2;1;1;-43.17594655190939
-22.92953315746322;$151.00;1;2;2;0,8;0;-43.17548749574701
-22.929545381647685;$68.00;1;2;2;1;1;-43.38008527359959
-22.929580875571517;$41.00;1;2;2;1;1;-43.24176207568052
-22.929725947521217;$68.00;2,5;2;1;1;1;-43.197351824522734
-22.92974920221854;$249.00;2;2;1;0;1;-43.178953471201716
-22.929770628837016;$96.00;1;2;1;1;1;-43.18930951923216
-22.92977856758569;$99.00;1;2;1;0,9;1;-43.173449212901254
-22.929863218062902;$99.00;2;2;2;0,89;1;-43.24336518843443
-22.92991752110691;$55.00;1;2;1;1;1;-43.174588087158945
-22.92994073141182;$68.00;1;2;1;1;1;-43.37843268407871
-22.929968991771265;$99.00;1;2;1;1;1;-43.17425504868839
-22.930025223999664;$99.00;1;2;1;0,6;1;-43.208176306020235
-22.930028922010283;$301.00;1;2;1;1;1;-43.176760443383046
-22.930040613007233;$150.00;1;2;2;1;1;-43.24043204279145
-22.930042004741512;$249.00;2;2;2;;1;-43.1753392281626
-22.930058699575156;$500.00;1;2;1;1;2;-43.189409793827
-22.93009120846677;$130.00;1;2;1;1;1;-43.189471095333126
-22.930114590095126;$157.00;1;2;2;1;1;-43.2319317977469
-22.930121183217587;$130.00;1;2;1;1;1;-43.173589240743
-22.93017769226944;$229.00;1;2;1;0,67;0;-43.18556804662482
-22.930214268080487;$110.00;1;2;1;0,8;1;-43.18895311953269
-22.93027916061913;$249.00;1;2;2;1;1;-43.246007637367704
-22.930290217380865;$174.00;2;2;1;0,9;1;-43.176096267977904
-22.93029800163717;$109.00;1;2;1;1;1;-43.244586018236184
-22.93042637474635;$102.00;1;2;1;0,5;1;-43.1749137548632
-22.93044698168454;$301.00;1;2;2;0;1;-43.23844572000458
-22.930449015084267;$181.00;1;2;1;0,9;1;-43.18995710187313
-22.930517350064086;$181.00;1;2;1;1;1;-43.18265281253665
-22.930529366557924;$240.00;1;2;2;1;0;-43.17678401690335
-22.93053632224717;$301.00;1;2;1;1;1;-43.17489186637756
-22.930598290416103;$41.00;1;2;1;1;1;-43.361170436280986
-22.930665483891865;$41.00;1;2;1;1;1;-43.36111034966738
-22.930684262714994;$61.00;1;2;2;1;1;-43.23288565907088
-22.93072020343513;$120.00;1;2;1;1;1;-43.17419335896382
-22.930819089165652;$89.00;1,5;2;1;1;1;-43.173881463081756
-22.93095032281021;$140.00;1;2;1;0,4;1;-43.185396256469595
-22.93101147917798;$249.00;1;2;2;1;1;-43.178424624878886
-22.931031240066822;$68.00;1;2;1;1;1;-43.243190656741355
-22.931087287390955;$137.00;1;2;1;1;1;-43.187061659435436
-22.931125973263526;$51.00;2,5;2;2;1;1;-43.19614373204754
-22.93113208056112;$126.00;1;2;2;0,8;1;-43.229960594939364
-22.931140397101615;$68.00;1;2;1;1;1;-43.17828566244197
-22.93127757935515;$120.00;2;2;1;1;1;-43.245687187952676
-22.93128781723651;$65.00;1;2;1;0,98;1;-43.186386655476426
-22.9312933674895;$150.00;1;2;1;1;1;-43.17646824348267
-22.93132156088438;$72.00;1;2;1;0,98;1;-43.18752993171661
-22.93138354721465;$89.00;2;2;4;1;1;-43.240836173491076
-22.931389939841115;$109.00;1;2;1;1;1;-43.20071123824697
-22.931399539199052;$120.00;1;2;2;1;0;-43.17624857830131
-22.93145268482597;$191.00;2;2;1;1;1;-43.18115546039735
-22.931492384978114;$99.00;1;2;1;1;1;-43.17615430585955
-22.931505529639324;$126.00;2;2;1;0,2;1;-43.18249135140516
-22.931518491045306;$451.00;1;2;1;1;1;-43.181785542953314
-22.93156661973415;$96.00;1;2;2;1;1;-43.17305491341176
-22.9315891394199;$181.00;2;2;1;0,5;1;-43.17851878987569
-22.931666977371428;$599.00;1;2;1;0,8;0;-43.17566741156128
-22.931804650845162;$96.00;1;2;1;0,9;0;-43.17892721944388
-22.93180570682875;$102.00;2;2;1;0;1;-43.18821760389486
-22.931824061178645;$103.00;2;2;1;1;1;-43.36608218877149
-22.93182517244524;$68.00;1;2;2;1;1;-43.17979647017538
-22.93190593675511;$140.00;1;2;1;1;1;-43.17849823549465
-22.93191313682382;$68.00;2;2;1;1;1;-43.183715643295265
-22.9319337800734;$127.00;2;2;2;0,2;1;-43.18432101536333
-22.93195867258897;$61.00;2;2;1;0,2;1;-43.18453722026975
-22.932012611281998;$137.00;1;2;1;1;0;-43.1757093836417
-22.9320438325599;$150.00;1;2;1;0,9;1;-43.176563182659514
-22.932066193688726;$86.00;1;2;1;1;1;-43.18554816938886
-22.932107875964586;$106.00;1;2;1;1;1;-43.178118721595105
-22.93211175658621;$188.00;1;2;1;1;0;-43.18110392622472
-22.93211531750185;$150.00;1;2;1;1;1;-43.187990715437714
-22.93216178264311;$89.00;1;2;1;1;1;-43.17569886293471
-22.932179568093773;$161.00;1,5;2;1;0;1;-43.17510638539367
-22.93218045116076;$120.00;1;2;1;1;1;-43.187368127954905
-22.93224225749693;$82.00;1;2;1;1;1;-43.17558373760243
-22.932244126116707;$171.00;1;2;1;1;1;-43.187607950246395
-22.93227277608502;$99.00;1;2;2;1;1;-43.18397432271268
-22.932277755628114;$150.00;2;2;1;0,67;1;-43.18544399059596
-22.932296068613105;$120.00;2;2;1;0,5;1;-43.17832420667009
-22.932313173863992;$215.00;1,5;2;1;0,8;1;-43.183228035376175
-22.93232004507807;$72.00;1;2;1;0,33;1;-43.20385271157796
-22.93232076004184;$61.00;1;2;2;1;1;-43.18585958364156
-22.932355112115353;$120.00;1;2;1;1;1;-43.18642523961176
-22.932427865849572;$79.00;1;2;1;1;1;-43.173731783719674
-22.93246283379555;$150.00;1,5;2;2;1;1;-43.18500780280963
-22.932481043457077;$99.00;1;2;1;1;1;-43.17720624305985
-22.932543391293514;$79.00;1;2;1;0;1;-43.176786182840594
-22.93261797687522;$120.00;1;2;1;1;1;-43.17489013163502
-22.9326228801041;$89.00;1;2;1;1;1;-43.24475322887175
-22.93262459265599;$201.00;1;2;1;1;1;-43.241786020718955
-22.93271411577311;$79.00;1;2;1;1;1;-43.17569622774155
-22.932724282280663;$99.00;1;2;1;0,9;0;-43.18749895434465
-22.932739659782154;$99.00;1;2;2;0,9;0;-43.177708764117256
-22.93274531003313;$99.00;1;2;1;0,33;1;-43.24884757312243
-22.93277041106869;$201.00;0;2;1;0,86;1;-43.17633660675043
-22.932785544370592;$68.00;1;2;1;1;1;-43.38061964399085
-22.932869508842206;$151.00;1;2;1;0,78;1;-43.17500962032494
-22.93291026451462;$181.00;1;2;1;1;0;-43.18551614090149
-22.932914265559734;$164.00;3,5;2;1;1;1;-43.357931953881454
-22.932959073513302;$89.00;1;2;1;0,33;1;-43.24910261818511
-22.932959399393916;$348.00;1;2;1;0;1;-43.18588970338495
-22.932966619496415;$199.00;1;2;1;1;1;-43.17646085775405
-22.93296890723689;$41.00;1,5;2;2;0,5;1;-43.240676294481
-22.9329782096022;$79.00;1;2;2;1;1;-43.36873727082481
-22.93298826170971;$89.00;2;2;2;0,78;1;-43.175404566245575
-22.93299536981506;$249.00;1;2;2;0,67;1;-43.17804378595097
-22.933020123561445;$400.00;1;2;1;0,5;1;-43.197913223822155
-22.933062755726905;$75.00;1;2;1;1;0;-43.17475548005891
-22.93310387053966;$99.00;1;2;1;1;0;-43.17554199974049
-22.933141565802362;$99.00;1,5;2;1;0;1;-43.17917984432726
-22.93314362269054;$89.00;1;2;1;1;1;-43.1755587361963
-22.933179558401562;$249.00;1;2;1;1;1;-43.17680797752786
-22.933224646104573;$130.00;1;2;1;1;1;-43.176800131493856
-22.933242232228164;$79.00;1;2;1;1;1;-43.353401773679785
-22.933246527853147;$161.00;1;2;2;1;1;-43.18502333151245
-22.933260768608395;$120.00;2;2;1;0,25;1;-43.17574052775478
-22.93332423813252;$51.00;1;2;2;1;1;-43.17511468004568
-22.933355814433682;$75.00;1;2;1;0,88;1;-43.19879405873304
-22.933415400940916;$161.00;1;2;1;1;0;-43.17532412951684
-22.933431299949408;$65.00;1,5;2;1;1;1;-43.181090405055656
-22.933468064488856;$86.00;1;2;2;1;1;-43.17364754370637
-22.9334689340177;$191.00;1;2;1;1;1;-43.19848598169029
-22.933526365320777;$181.00;1,5;2;1;1;1;-43.17578547772489
-22.933547375588194;$120.00;2,5;2;1;1;1;-43.182463341378735
-22.933650571657736;$199.00;2;2;2;1;1;-43.18755872666086
-22.93366229565865;$154.00;1;2;1;;1;-43.19996680768671
-22.93368381865715;$120.00;1;2;2;0,5;1;-43.17937610143812
-22.933749285264913;$68.00;2;2;1;0,8;1;-43.18456778819317
-22.93383159350153;$615.00;2;2;1;1;1;-43.17668791285928
-22.933835422415672;$79.00;2;2;1;1;1;-43.180376278896716
-22.933857720026698;$99.00;1;2;2;1;1;-43.178068731041975
-22.933892290111594;$201.00;1;2;1;0,83;1;-43.24598855245116
-22.93398868987482;$130.00;1;2;1;0,89;1;-43.17607031467555
-22.9340049467852;$85.00;2;2;2;0,5;1;-43.242349515201866
-22.934048939981047;$79.00;1;2;1;1;1;-43.17572384311196
-22.934086816559535;$79.00;1;2;1;1;1;-43.180379173543464
-22.934087653139954;$68.00;1;2;1;0,9;1;-43.18081591762393
-22.934100835825564;$120.00;1;2;1;0,8;1;-43.192604036876155
-22.934109454290443;$68.00;1;2;2;0,8;1;-43.178894256939756
-22.934120160198827;$150.00;1;2;1;1;1;-43.19247542655377
-22.934120182296795;$137.00;1;2;2;0,83;1;-43.2462425346958
-22.934147737102347;$79.00;2;2;1;1;1;-43.179986361692464
-22.934159424225165;$120.00;1;2;1;1;1;-43.200604969720125
-22.934163129009345;$61.00;1;2;1;1;1;-43.240817614717855
-22.934195743293742;$68.00;1;2;1;0,88;1;-43.177163662359156
-22.934198168261837;$51.00;1,5;2;2;1;1;-43.191937598911
-22.934201699464893;$34.00;2,5;2;1;0,4;1;-43.19944979083079
-22.934209494705016;$55.00;1;2;2;1;1;-43.24432964196217
-22.934258458909884;$130.00;1;2;1;1;1;-43.192352699993315
-22.934264291133847;$400.00;1;2;1;0,25;1;-43.17617483999028
-22.93428659976116;$68.00;1,5;2;1;1;1;-43.19707380617725
-22.934309548377502;$150.00;1;2;2;0;1;-43.178994944380996
-22.934338166522057;$342.00;1;2;1;0;1;-43.17707127793304
-22.934406627133974;$99.00;1;2;1;0,67;1;-43.206145454244655
-22.93440976011522;$332.00;1,5;2;1;1;1;-43.17415906726314
-22.934420803240638;$188.00;1;2;2;1;1;-43.18726107100691
-22.934426116531974;$126.00;1;2;1;1;1;-43.177902111552875
-22.9344642155179;$99.00;2;2;2;1;2;-43.18210077303726
-22.9344667439428;$201.00;1;2;1;1;0;-43.180786267946345
-22.93450147747376;$229.00;1;2;3;0;1;-43.18106233384258
-22.934504728213394;$99.00;1;2;2;0;1;-43.17820630503833
-22.934505636279123;$75.00;1;2;1;1;1;-43.2448275421132
-22.934518935620932;$150.00;2;2;2;1;1;-43.18817060300053
-22.934523035034353;$137.00;1;2;1;0,8;1;-43.192302708885784
-22.93453972630672;$143.00;2;2;1;1;1;-43.17689588102412
-22.934544193411202;$109.00;1;2;1;1;1;-43.199601799435534
-22.934612992863542;$307.00;1;2;1;1;1;-43.18686050599122
-22.934653464012616;$216.00;2;2;2;1;1;-43.183735758481134
-22.934655860503238;$120.00;2;2;1;0,25;1;-43.177446846731414
-22.934680825329124;$126.00;1;2;2;0,8;2;-43.179424421666084
-22.9347498100207;$116.00;1;2;1;1;1;-43.18027168111708
-22.934767122080377;$199.00;1;2;1;0,5;1;-43.17457982520826
-22.934787119340058;$301.00;1;2;1;1;1;-43.19429049291677
-22.93491529099605;$68.00;1;2;1;0,9;1;-43.17605785138697
-22.93493281144959;$89.00;3;2;1;1;1;-43.19083323209683
-22.934950730836885;$171.00;1;2;1;0;1;-43.17573063032477
-22.935001849444937;$65.00;2;2;2;1;1;-43.17871267057781
-22.935019895527848;$99.00;3;2;1;1;1;-43.18458554527814
-22.93502244418436;$301.00;1;2;1;1;1;-43.19836337811767
-22.93502507006917;$51.00;1;2;2;1;1;-43.1950668831875
-22.935049491069226;$68.00;1;2;1;1;1;-43.17681998759622
-22.935107085612245;$68.00;1;2;2;1;1;-43.17967271149126
-22.935111661464596;$137.00;1;2;1;1;1;-43.180259500834225
-22.93511992317609;$99.00;1;2;1;1;1;-43.33494321992444
-22.935167402156345;$58.00;1;2;1;1;1;-43.35962968443929
-22.93521984847615;$48.00;2;2;1;1;1;-43.1816797282706
-22.935220631233832;$113.00;1;2;2;1;1;-43.19316089740208
-22.935227196346414;$85.00;2;2;1;1;1;-43.177022967337116
-22.935238058148077;$120.00;1;2;1;1;1;-43.18105203521297
-22.93526100707135;$181.00;1;2;1;1;1;-43.18086854560189
-22.93528522491552;$201.00;2;2;2;1;1;-43.18957058606909
-22.93534856105303;$99.00;1;2;1;0,9;1;-43.19259315091144
-22.93534999226897;$89.00;1;2;1;1;1;-43.18359808587995
-22.935369248438715;$201.00;2;2;1;1;2;-43.19523671271837
-22.935380646832016;$116.00;1;2;1;1;1;-43.23958856283847
-22.935390799259395;$96.00;1,5;2;1;1;1;-43.17779889550581
-22.9354245227368;$150.00;1;2;1;1;1;-43.17731495462052
-22.935427247880718;$99.00;1;2;1;1;1;-43.17698689756128
-22.93548321745767;$249.00;1;2;3;1;1;-43.19620311444623
-22.935498501788825;$55.00;1;2;1;0,7;1;-43.178114014695936
-22.935555582680873;$89.00;1;2;1;1;1;-43.334594361171945
-22.935618300734017;$120.00;1;2;1;0,8;1;-43.19178207218112
-22.93563507126126;$137.00;1;2;1;0,8;1;-43.190971458848985
-22.935672541853023;$65.00;1;2;1;0,75;0;-43.19696484573281
-22.93567541258017;$140.00;1;2;1;1;1;-43.19684606477889
-22.935683950961476;$99.00;1;2;2;1;1;-43.243543503832065
-22.935694846773828;$51.00;1;2;1;1;1;-43.17658060606694
-22.93573982157041;$96.00;1;2;2;0;1;-43.33778557907474
-22.93582319221503;$58.00;1,5;2;2;1;1;-43.18430356230309
-22.935859364695247;$85.00;1;2;1;1;0;-43.18920388082146
-22.935869062102565;$301.00;1;2;2;0,8;1;-43.181849273331025
-22.935879260678746;$151.00;1;2;1;1;1;-43.17752511666512
-22.93588027424875;$68.00;1;2;1;1;1;-43.193298405281205
-22.93589236852143;$348.00;1;2;1;1;1;-43.19436818605834
-22.935903041286835;$110.00;1;2;1;0,8;1;-43.176681977314495
-22.935910447169938;$150.00;1;2;1;1;1;-43.32852959704426
-22.93592328110173;$86.00;1;2;1;0,88;1;-43.17919726170956
-22.93592510827873;$301.00;2;2;2;0;1;-43.334599802734886
-22.935925394604034;$201.00;1;2;1;1;1;-43.182158139802446
-22.935939727557344;$79.00;1;2;1;1;1;-43.24449910763436
-22.93601403561383;$150.00;1;2;1;1;1;-43.18136675562701
-22.936020895860693;$120.00;1;2;1;0,8;1;-43.18092453409287
-22.936053280944527;$307.00;1;2;1;0;1;-43.219670132615015
-22.936084052988043;$48.00;2;2;1;1;1;-43.174279017271715
-22.936089630097875;$110.00;1;2;1;1;1;-43.17920980762017
-22.93609700406836;$99.00;1,5;2;2;0,5;1;-43.24258946972531
-22.936116728522652;$249.00;1;2;1;1;1;-43.18935294363915
-22.936184630584155;$164.00;1;2;1;0,5;1;-43.201968768322295
-22.93620728514137;$147.00;1;2;1;1;1;-43.188965231852464
-22.936207502842755;$201.00;1;2;1;1;1;-43.19126429457048
-22.936223539840423;$75.00;1;2;2;1;1;-43.19328465968185
-22.936232154442553;$109.00;2;2;2;0,83;1;-43.17657463506874
-22.93628854155949;$140.00;1;2;1;1;1;-43.194004710249395
-22.936335992753488;$68.00;2;2;1;0,83;1;-43.24602855627419
-22.93635302709756;$99.00;1;2;1;0;1;-43.23674737793565
-22.93637638839277;$99.00;1;2;1;1;1;-43.349921999968686
-22.93638630510764;$157.00;1;2;1;1;1;-43.17654327343971
-22.936414496641003;$68.00;1;2;2;1;1;-43.17945226684327
-22.936442413520385;$201.00;1,5;2;1;0,33;1;-43.1858106142028
-22.93644483161835;$120.00;1;2;2;1;1;-43.32743844802329
-22.936471782848944;$126.00;1,5;2;1;1;1;-43.18935887629931
-22.93648980142077;$68.00;1;2;2;1;1;-43.19068650072778
-22.936496403216857;$51.00;2;2;1;0;1;-43.193339984947265
-22.93653870475188;$120.00;1;2;2;1;0;-43.351382414582865
-22.93656215987544;$75.00;1;2;1;1;1;-43.182680298314025
-22.93656665004995;$191.00;1;2;1;1;1;-43.176822920945625
-22.936585060934323;$106.00;1;2;1;1;1;-43.18624135366865
-22.936629437353407;$222.00;1;2;1;1;1;-43.17659614019249
-22.936637834168057;$99.00;1;2;1;1;1;-43.18414729430634
-22.936675242355737;$342.00;1;2;1;1;1;-43.17774031000926
-22.936704687931734;$89.00;1;2;1;1;0;-43.19366633802741
-22.93671520478094;$280.00;1;2;1;1;1;-43.37565249743722
-22.936828951314176;$103.00;1;2;2;1;1;-43.17451774007174
-22.936829208830687;$137.00;1;2;1;1;1;-43.178146199799464
-22.93688282628142;$102.00;1;2;1;1;1;-43.24468626317343
-22.936901686830755;$99.00;1;2;1;1;1;-43.17819551747688
-22.93691870901323;$38.00;2;2;1;1;1;-43.19177327893577
-22.937002401290446;$96.00;1;2;2;1;1;-43.191549560905365
-22.9370235518073;$181.00;1;2;1;0;1;-43.372253857429435
-22.937049410689617;$96.00;1;2;1;1;1;-43.24612647861047
-22.93705445042027;$85.00;2;2;2;1;2;-43.18869125705878
-22.93706465387556;$79.00;1;2;1;1;1;-43.184476270120214
-22.937097358417727;$99.00;1;2;1;1;1;-43.189017667572166
-22.937121608350868;$68.00;2;2;1;1;1;-43.19263334762843
-22.93718314482557;$99.00;1;2;1;0;0;-43.187929392073535
-22.937184880760448;$34.00;2;2;1;1;1;-43.176999466999696
-22.93719988686616;$58.00;1;2;1;0,56;1;-43.17611819115538
-22.93725214174179;$79.00;2;2;2;1;1;-43.17787017532192
-22.937259089983158;$79.00;1;2;1;1;1;-43.18124402019531
-22.937286374696697;$106.00;1;2;2;0;0;-43.19418314245705
-22.93728873153153;$120.00;2;2;1;0;1;-43.19039577540572
-22.937319100075577;$89.00;2;2;1;0,8;1;-43.17457739234579
-22.937321424081997;$96.00;1;2;2;1;1;-43.17516954509492
-22.937347159453445;$161.00;1;2;1;1;1;-43.18052771393778
-22.937386142924304;$99.00;1;2;2;1;1;-43.176044486154474
-22.937398615998163;$44.00;1;2;2;0,67;1;-43.1785707428509
-22.93742287076818;$161.00;2;2;1;0,33;1;-43.17684641853328
-22.93744105017867;$106.00;1;2;1;1;1;-43.19019724858636
-22.937443166780728;$150.00;1;2;1;1;1;-43.1775557081393
-22.937472939529066;$147.00;1;2;2;1;0;-43.172940766046445
-22.937504048654706;$120.00;1;2;1;1;1;-43.17425304773079
-22.93752522955841;$140.00;1;2;4;1;0;-43.173266795810605
-22.937539834953256;$249.00;1,5;2;1;1;0;-43.19239966249735
-22.93756232974414;$65.00;1;2;3;1;1;-43.17818032793518
-22.9375675212479;$68.00;1;2;1;0,94;0;-43.17760850789939
-22.937580639663473;$130.00;1;2;1;1;1;-43.177414786405
-22.937633545337423;$301.00;1;2;1;1;1;-43.17599772212586
-22.937642496088692;$161.00;1;2;1;1;1;-43.32423278551648
-22.93767164376041;$79.00;1;2;1;1;1;-43.33997068554329
-22.937680415181536;$58.00;1;2;1;0,88;1;-43.17575199506
-22.93769574061798;$201.00;1,5;2;1;1;1;-43.18190389668998
-22.937710518202675;$126.00;2;2;1;1;1;-43.17826291341768
-22.937730042172497;$99.00;1;2;1;1;1;-43.175832759785465
-22.937735279219588;$89.00;1;2;1;1;1;-43.194531308345674
-22.937740865930838;$79.00;1;2;1;1;1;-43.178785885282345
-22.937757502706383;$79.00;2;2;1;1;1;-43.17733217424191
-22.937765787050505;$249.00;2;2;1;0,67;1;-43.177873701293244
-22.937797046185317;$150.00;1;2;1;1;1;-43.19225023368917
-22.937836167720313;$232.00;2;2;1;1;1;-43.247536975604355
-22.937979801985545;$120.00;1;2;1;0,6;1;-43.17707008369399
-22.937981160671697;$181.00;1;2;1;0,67;1;-43.17570549757993
-22.93803688624009;$130.00;3;2;1;0;1;-43.19096953596127
-22.938061538073224;$150.00;1;2;1;1;0;-43.17433802725629
-22.938071629119992;$99.00;2;2;1;0,71;1;-43.17682704965389
-22.938100782528014;$113.00;1;2;1;1;1;-43.17668563342112
-22.938101847249722;$199.00;1;2;1;0;1;-43.248808533488884
-22.93810805731323;$249.00;1;2;1;0,5;1;-43.19416767755744
-22.938122300873143;$150.00;1;2;1;1;1;-43.17753438519754
-22.93814626286911;$161.00;1;2;1;1;0;-43.19512723620045
-22.938160045880146;$130.00;1;2;1;0,9;1;-43.17565922607964
-22.93816971073731;$201.00;1;2;1;0,8;1;-43.19022010278833
-22.938181454986566;$89.00;1;2;1;1;1;-43.17883047668123
-22.938202330592816;$109.00;1;2;1;1;1;-43.194603306310654
-22.938342086523114;$120.00;1,5;2;1;0,67;1;-43.179080760394925
-22.938358688708934;$79.00;1;2;1;1;1;-43.20474071874877
-22.938375450204273;$99.00;3,5;2;2;0,9;1;-43.19326583696033
-22.938378329634393;$151.00;1;2;2;0,88;1;-43.17733708969476
-22.938378478712576;$65.00;1;2;1;0,94;0;-43.17744228396111
-22.938418425404162;$188.00;1,5;2;1;0;1;-43.19058981928857
-22.93842498658115;$106.00;1;2;2;0,8;1;-43.25070057702551
-22.938578282672758;$150.00;1;2;1;1;1;-43.17472673568882
-22.938637626103667;$171.00;1;2;1;1;1;-43.375578055605835
-22.93864614420268;$51.00;1;2;1;1;1;-43.170945169003105
-22.938661346701206;$99.00;0;2;1;0;1;-43.371995912051474
-22.93867359316547;$420.00;1;2;1;0;1;-43.379487395237426
-22.93868545296033;$401.00;2,5;2;2;1;2;-43.17491919822528
-22.938685767812125;$201.00;2;2;1;1;1;-43.177414032407945
-22.938703613717344;$205.00;1;2;2;0,5;1;-43.18946617518829
-22.938732298986395;$99.00;1;2;1;0,94;0;-43.17606191544378
-22.938749279310816;$301.00;1;2;1;1;1;-43.17929715744044
-22.938762687390557;$79.00;1;2;1;1;0;-43.176444792406386
-22.93884013897766;$120.00;1;2;2;1;1;-43.175326738474595
-22.93884218102304;$150.00;1;2;1;0,9;0;-43.17500914470992
-22.938926276828056;$68.00;1;2;2;1;1;-43.181150004463206
-22.938928780888762;$51.00;1,5;2;1;1;1;-43.17968595095082
-22.93894340033245;$109.00;2;2;1;1;1;-43.177544824309166
-22.93896622070739;$120.00;1;2;2;0;1;-43.1921546997022
-22.93901025011553;$201.00;1;2;2;1;0;-43.1933306187317
-22.93905474740154;$201.00;1;2;1;0;1;-43.37918323787461
-22.93906795349172;$68.00;1;2;1;0;1;-43.2458886465338
-22.939087584798855;$31.00;2;2;1;1;1;-43.17841396522139
-22.939118586537013;$99.00;2;2;2;0,94;1;-43.17719066670713
-22.93917825592931;$201.00;1;2;1;0;1;-43.24902618159581
-22.939209365683155;$990.00;1;2;1;0;1;-43.20690929567719
-22.939238924956488;$109.00;1;2;2;0,8;1;-43.249078445944235
-22.939288466052925;$130.00;1;2;1;1;1;-43.3472201637933
-22.93931693459856;$1,151.00;1;2;1;0;1;-43.20517583436585
-22.939320330219857;$109.00;1;2;1;0,67;1;-43.179643477897265
-22.93934437958993;$201.00;1;2;1;1;1;-43.17522173272225
-22.939438615460375;$348.00;1;2;1;1;1;-43.197514438769524
-22.939439552860037;$150.00;1;2;1;1;1;-43.17704858240099
-22.939479711186266;$499.00;1;2;3;1;1;-43.17568951092973
-22.939502409034535;$150.00;1;2;1;1;1;-43.177000712184785
-22.939561817986277;$150.00;1;2;1;1;1;-43.19800594604441
-22.939703852834228;$92.00;1;2;1;1;1;-43.181383726663064
-22.939704861699138;$150.00;1;2;1;1;1;-43.177326114134075
-22.939754769151396;$291.00;1;2;1;0;1;-43.17889901766675
-22.939796069765215;$171.00;1;2;1;1;1;-43.17903534445184
-22.93983064972182;$256.00;1;2;1;0,5;1;-43.197144037531814
-22.93986515951677;$44.00;1;2;1;0,9;1;-43.191771784384585
-22.939876867116446;$89.00;1;2;1;1;1;-43.250113366308696
-22.939890341816014;$379.00;1;2;1;0;1;-43.20679857039609
-22.939890676408414;$51.00;1;2;1;1;1;-43.17192201071392
-22.93992334637999;$151.00;1;2;1;1;1;-43.18295137398612
-22.939989461475566;$61.00;1;2;1;1;1;-43.356242538706425
-22.939998280185705;$75.00;2;2;1;1;1;-43.173170625527874
