Latitude,Longitude,VIC_AGE_GROUP,Součet hodnot: Community Districts,OCCUR_TIME,PERP_AGE_GROUP
40.842796,-73.897076,45-64,34,1899-12-30 17:18:00,(null)
40.842821,-73.925492,25-44,50,1899-12-30 20:06:00,45-64
40.84286291,-73.89347513,25-44,35,1899-12-30 04:34:00,(null)
40.84297,-73.914577,25-44,50,1899-12-30 03:30:00,18-24
40.843004,-73.886251,25-44,35,1899-12-30 00:09:00,(null)
40.843004,-73.886251,25-44,35,1899-12-30 04:05:00,18-24
40.843004,-73.886251,25-44,70,1899-12-30 18:36:00,25-44
40.843004,-73.886251,45-64,70,1899-12-30 18:36:00,25-44
40.843031,-73.917122,25-44,50,1899-12-30 03:40:00,(null)
40.843031,-73.917122,45-64,50,1899-12-30 03:40:00,(null)
40.843341,-73.92375,25-44,50,1899-12-30 14:21:00,25-44
40.843351,-73.884563,18-24,35,1899-12-30 01:55:00,(null)
40.843537,-73.911821,18-24,50,1899-12-30 04:30:00,(null)
40.843537,-73.911821,25-44,50,1899-12-30 13:24:00,(null)
40.843537,-73.911821,25-44,50,1899-12-30 17:18:00,(null)
40.84390423,-73.89464086,18-24,35,1899-12-30 03:23:00,(null)
40.8441566000203,-73.9006054489734,25-44,35,1899-12-30 21:20:00,(null)
40.844251,-73.881062,<18,70,1899-12-30 17:50:00,18-24
40.844251,-73.881062,18-24,35,1899-12-30 00:30:00,(null)
40.844251,-73.881062,18-24,35,1899-12-30 01:54:00,(null)
40.844251,-73.881062,45-64,35,1899-12-30 17:50:00,18-24
40.844251,-73.881062,65+,35,1899-12-30 14:32:00,(null)
40.844372,-73.886691,25-44,35,1899-12-30 10:21:00,25-44
40.844568,-73.915305,45-64,50,1899-12-30 02:24:00,25-44
40.8445883,-73.90484654,25-44,50,1899-12-30 00:55:00,25-44
40.8445883,-73.90484654,25-44,200,1899-12-30 19:40:00,18-24
40.8445883,-73.90484654,25-44,200,1899-12-30 19:40:00,25-44
40.845215,-73.933959,25-44,47,1899-12-30 01:56:00,18-24
40.84542629,-73.84490874,45-64,59,1899-12-30 13:19:00,(null)
40.845658,-73.883806,18-24,70,1899-12-30 19:43:00,18-24
40.845658,-73.883806,45-64,70,1899-12-30 19:43:00,18-24
40.845902,-73.892118,25-44,35,1899-12-30 15:17:00,25-44
40.846165,-73.920148,25-44,6,1899-12-30 00:01:00,18-24
40.846384,-73.884128,18-24,35,1899-12-30 15:10:00,(null)
40.846395,-73.880767,<18,35,1899-12-30 20:51:00,(null)
40.846474,-73.893852,25-44,70,1899-12-30 13:40:00,18-24
40.846474,-73.893852,25-44,35,1899-12-30 13:40:00,25-44
40.846527,-73.909249,18-24,6,1899-12-30 18:55:00,18-24
40.846527,-73.909249,18-24,12,1899-12-30 18:55:00,25-44
40.846588,-73.895768,45-64,35,1899-12-30 20:22:00,45-64
40.846626,-73.909106,18-24,6,1899-12-30 01:06:00,25-44
40.846629,-73.91605,25-44,6,1899-12-30 15:22:00,25-44
40.846633,-73.919041,25-44,6,1899-12-30 20:45:00,(null)
40.84672,-73.910024,25-44,6,1899-12-30 09:50:00,(null)
40.84686352,-73.90141321,18-24,6,1899-12-30 03:02:00,(null)
40.84686352,-73.90141321,25-44,6,1899-12-30 03:02:00,(null)
40.847234,-73.938135,25-44,47,1899-12-30 05:09:00,25-44
40.847487,-73.89273,45-64,35,1899-12-30 10:45:00,18-24
40.847905,-73.90999,45-64,6,1899-12-30 18:49:00,(null)
40.848011,-73.884351,45-64,70,1899-12-30 13:15:00,25-44
40.84812006,-73.93088385,25-44,47,1899-12-30 22:50:00,(null)
40.848427,-73.931611,18-24,47,1899-12-30 01:12:00,(null)
40.84869307,-73.9032792,25-44,6,1899-12-30 22:27:00,18-24
40.848996,-73.88429,25-44,35,1899-12-30 19:43:00,(null)
40.849041,-73.900923,18-24,6,1899-12-30 22:40:00,(null)
40.849343,-73.935934,25-44,47,1899-12-30 14:45:00,25-44
40.849831,-73.900789,18-24,6,1899-12-30 16:05:00,18-24
40.84990005,-73.90917644,25-44,6,1899-12-30 23:15:00,(null)
40.850173,-73.890418,<18,35,1899-12-30 01:32:00,25-44
40.85044,-73.885123,65+,35,1899-12-30 16:19:00,<18
40.85044,-73.885123,65+,35,1899-12-30 16:19:00,18-24
40.850874,-73.892118,25-44,35,1899-12-30 20:20:00,(null)
40.851132,-73.912086,25-44,6,1899-12-30 19:18:00,(null)
40.8514,-73.885083,18-24,35,1899-12-30 11:30:00,(null)
40.8518,-73.904896,45-64,6,1899-12-30 08:59:00,(null)
40.85193646,-73.90556259,18-24,6,1899-12-30 22:30:00,18-24
40.852004,-73.922496,25-44,6,1899-12-30 03:26:00,18-24
40.852012,-73.907209,25-44,6,1899-12-30 01:18:00,25-44
40.852038,-73.931745,25-44,47,1899-12-30 05:04:00,(null)
40.852367,-73.913523,25-44,6,1899-12-30 03:13:00,25-44
40.85248768,-73.92769474,25-44,47,1899-12-30 23:35:00,25-44
40.85251,-73.917727,25-44,6,1899-12-30 22:08:00,18-24
40.85251,-73.917727,25-44,6,1899-12-30 22:08:00,25-44
40.852571,-73.893695,25-44,35,1899-12-30 06:20:00,25-44
40.852834,-73.884172,18-24,35,1899-12-30 01:00:00,(null)
40.852951,-73.903178,18-24,24,1899-12-30 03:50:00,18-24
40.852951,-73.903178,25-44,12,1899-12-30 03:50:00,18-24
40.853262,-73.886841,25-44,35,1899-12-30 10:08:00,(null)
40.853443,-73.891534,25-44,35,1899-12-30 00:50:00,25-44
40.8535983673823,-73.9005768807295,18-24,6,1899-12-30 01:08:00,45-64
40.8535983673823,-73.9005768807295,25-44,6,1899-12-30 02:29:00,(null)
40.853645,-73.906891,25-44,24,1899-12-30 00:46:00,25-44
40.85390908,-73.88362879,25-44,35,1899-12-30 02:01:00,(null)
40.853997,-73.930311,25-44,47,1899-12-30 04:14:00,(null)
40.85403,-73.884044,18-24,35,1899-12-30 04:08:00,<18
40.85403,-73.884044,18-24,70,1899-12-30 04:08:00,18-24
40.85403,-73.884044,18-24,35,1899-12-30 04:08:00,25-44
40.854055,-73.904783,18-24,6,1899-12-30 16:52:00,18-24
40.85433,-73.911806,25-44,6,1899-12-30 05:41:00,18-24
40.854402,-73.88233,18-24,70,1899-12-30 22:20:00,(null)
40.854402,-73.88233,25-44,70,1899-12-30 22:20:00,(null)
40.854402,-73.88233,45-64,70,1899-12-30 22:20:00,(null)
40.854684,-73.885804,25-44,35,1899-12-30 04:26:00,25-44
40.85469705,-73.89534312,25-44,70,1899-12-30 23:54:00,25-44
40.854745,-73.89356,25-44,35,1899-12-30 05:00:00,25-44
40.854793,-73.89215,25-44,70,1899-12-30 21:00:00,<18
40.854881,-73.901128,25-44,6,1899-12-30 00:24:00,18-24
40.855122,-73.889239,45-64,35,1899-12-30 02:05:00,45-64
40.855214,-73.915913,25-44,12,1899-12-30 21:58:00,18-24
40.855228,-73.881138,25-44,35,1899-12-30 17:40:00,<18
40.855228,-73.881138,25-44,35,1899-12-30 17:40:00,18-24
40.855644,-73.896141,25-44,6,1899-12-30 20:08:00,<18
40.855644,-73.896141,25-44,6,1899-12-30 20:08:00,18-24
40.855644,-73.896141,25-44,6,1899-12-30 20:08:00,25-44
40.855686,-73.892316,<18,35,1899-12-30 04:06:00,25-44
40.855734,-73.889823,25-44,35,1899-12-30 21:27:00,<18
40.8559,-73.897694,25-44,6,1899-12-30 07:23:00,25-44
40.8564035,-73.90729864,25-44,6,1899-12-30 03:31:00,45-64
40.8565767275976,-73.8438936779283,18-24,59,1899-12-30 15:13:00,<18
40.856703,-73.8919,25-44,35,1899-12-30 22:42:00,(null)
40.857414,-73.902346,<18,6,1899-12-30 21:15:00,<18
40.857414,-73.902346,<18,6,1899-12-30 21:15:00,18-24
40.857424,-73.846572,18-24,59,1899-12-30 14:15:00,(null)
40.857424,-73.846572,25-44,59,1899-12-30 12:35:00,25-44
40.857706,-73.903197,65+,6,1899-12-30 14:48:00,18-24
40.8579039,-73.86467188,<18,59,1899-12-30 04:29:00,(null)
40.857926,-73.901426,18-24,6,1899-12-30 02:54:00,(null)
40.858051,-73.899585,25-44,6,1899-12-30 01:07:00,25-44
40.858133,-73.864665,18-24,59,1899-12-30 17:00:00,(null)
40.858387,-73.900566,18-24,6,1899-12-30 11:52:00,25-44
40.858569,-73.89686,25-44,6,1899-12-30 14:28:00,25-44
40.858666,-73.868198,25-44,59,1899-12-30 20:47:00,(null)
40.858757,-73.864651,18-24,59,1899-12-30 16:46:00,(null)
40.858757,-73.864651,25-44,59,1899-12-30 16:46:00,(null)
40.859165,-73.909409,18-24,24,1899-12-30 21:22:00,(null)
40.859278,-73.86752,45-64,59,1899-12-30 19:05:00,25-44
40.859328,-73.902206,25-44,12,1899-12-30 11:28:00,<18
40.859328,-73.902206,25-44,6,1899-12-30 11:28:00,18-24
40.859639,-73.862589,25-44,59,1899-12-30 03:18:00,(null)
40.85982,-73.898563,18-24,6,1899-12-30 22:18:00,(null)
40.8599882,-73.90407979,25-44,24,1899-12-30 21:14:00,25-44
40.860077,-73.893629,18-24,6,1899-12-30 22:02:00,18-24
40.860455,-73.865559,<18,59,1899-12-30 14:21:00,<18
40.861094,-73.900215,<18,6,1899-12-30 23:13:00,(null)
40.861107,-73.926086,25-44,47,1899-12-30 16:06:00,25-44
40.861107,-73.926086,25-44,47,1899-12-30 23:27:00,25-44
40.861107,-73.926086,45-64,47,1899-12-30 22:01:00,(null)
40.861111,-73.921379,18-24,47,1899-12-30 22:49:00,(null)
40.86141,-73.907384,25-44,24,1899-12-30 00:01:00,25-44
40.86141,-73.907384,25-44,24,1899-12-30 00:01:00,45-64
40.861561,-73.898206,45-64,6,1899-12-30 19:06:00,18-24
40.861561,-73.898206,45-64,6,1899-12-30 19:06:00,25-44
40.86159271,-73.92474206,25-44,47,1899-12-30 02:55:00,25-44
40.861764,-73.857644,25-44,59,1899-12-30 00:12:00,25-44
40.86186421,-73.91273918,25-44,48,1899-12-30 04:08:00,25-44
40.862087,-73.925057,25-44,94,1899-12-30 15:43:00,18-24
40.862158,-73.890743,<18,24,1899-12-30 16:00:00,18-24
40.862614,-73.900682,25-44,6,1899-12-30 20:28:00,25-44
40.86278,-73.918945,25-44,47,1899-12-30 11:46:00,25-44
40.862797,-73.906854,18-24,24,1899-12-30 02:24:00,(null)
40.862797,-73.906854,25-44,24,1899-12-30 03:13:00,25-44
40.86321261,-73.86742317,18-24,59,1899-12-30 16:03:00,(null)
40.863216,-73.890408,18-24,24,1899-12-30 01:17:00,(null)
40.86383,-73.83369,45-64,59,1899-12-30 15:52:00,(null)
40.864128,-73.919179,25-44,47,1899-12-30 01:43:00,(null)
40.864128,-73.919179,25-44,47,1899-12-30 03:30:00,(null)
40.864322,-73.866377,25-44,59,1899-12-30 20:49:00,25-44
40.864322,-73.866377,25-44,59,1899-12-30 20:49:00,65+
40.86452525,-73.92661873,45-64,47,1899-12-30 11:31:00,<18
40.864612,-73.919204,25-44,47,1899-12-30 04:10:00,18-24
40.864612,-73.919204,25-44,47,1899-12-30 04:10:00,45-64
40.864717,-73.890683,25-44,24,1899-12-30 23:30:00,18-24
40.864752,-73.922825,18-24,47,1899-12-30 20:34:00,18-24
40.864959,-73.918904,25-44,47,1899-12-30 22:53:00,(null)
40.865091,-73.900492,18-24,24,1899-12-30 20:11:00,(null)
40.865114,-73.888498,<18,24,1899-12-30 21:29:00,(null)
40.865147,-73.892996,<18,24,1899-12-30 01:06:00,<18
40.865376,-73.893201,25-44,48,1899-12-30 01:41:00,25-44
40.865419,-73.867865,25-44,59,1899-12-30 22:27:00,(null)
40.865582,-73.92219,18-24,47,1899-12-30 01:02:00,18-24
40.865582,-73.92219,25-44,47,1899-12-30 22:32:00,18-24
40.865582,-73.92219,25-44,94,1899-12-30 23:55:00,18-24
40.865655,-73.891302,18-24,24,1899-12-30 23:50:00,(null)
40.866026,-73.891935,25-44,24,1899-12-30 11:10:00,25-44
40.866279,-73.886199,18-24,24,1899-12-30 22:54:00,18-24
40.866279,-73.886199,18-24,24,1899-12-30 22:54:00,25-44
40.866279,-73.886199,25-44,24,1899-12-30 22:54:00,18-24
40.866279,-73.886199,25-44,24,1899-12-30 22:54:00,25-44
40.866506,-73.852855,18-24,59,1899-12-30 22:56:00,(null)
40.86658962,-73.86832754,18-24,236,1899-12-30 22:08:00,18-24
40.867268,-73.869203,25-44,59,1899-12-30 07:50:00,(null)
40.867453,-73.886576,25-44,24,1899-12-30 02:26:00,25-44
40.867575,-73.881855,18-24,24,1899-12-30 16:09:00,(null)
40.867644,-73.907306,25-44,24,1899-12-30 21:55:00,(null)
40.86788073,-73.89942603,45-64,24,1899-12-30 02:33:00,25-44
40.868175,-73.846671,25-44,59,1899-12-30 03:40:00,25-44
40.868443,-73.844262,25-44,59,1899-12-30 10:12:00,(null)
40.86859,-73.845206,25-44,59,1899-12-30 19:29:00,45-64
40.868923,-73.902772,18-24,48,1899-12-30 00:40:00,<18
40.869352,-73.88206,18-24,24,1899-12-30 15:02:00,<18
40.8694704770483,-73.8798608037303,<18,24,1899-12-30 18:40:00,25-44
40.8694704770483,-73.8798608037303,25-44,24,1899-12-30 01:25:00,25-44
40.86972,-73.854609,25-44,59,1899-12-30 21:10:00,(null)
40.86984,-73.84995,<18,59,1899-12-30 18:34:00,(null)
40.869914,-73.879052,25-44,48,1899-12-30 03:32:00,25-44
40.86994867,-73.9040365,<18,24,1899-12-30 23:00:00,(null)
40.871182,-73.852957,45-64,59,1899-12-30 01:02:00,45-64
40.871477,-73.877161,25-44,24,1899-12-30 05:52:00,25-44
40.872153,-73.866141,18-24,29,1899-12-30 21:49:00,18-24
40.872327,-73.867127,18-24,29,1899-12-30 08:11:00,<18
40.872349,-73.868233,25-44,29,1899-12-30 22:57:00,(null)
40.872526,-73.912484,25-44,47,1899-12-30 06:59:00,(null)
40.873134,-73.853117,25-44,118,1899-12-30 20:02:00,<18
40.873322,-73.846473,25-44,29,1899-12-30 20:42:00,(null)
40.873484,-73.883235,18-24,24,1899-12-30 14:22:00,25-44
40.873981,-73.874363,25-44,24,1899-12-30 15:30:00,25-44
40.874128,-73.901621,25-44,48,1899-12-30 17:11:00,25-44
40.874743,-73.849272,25-44,29,1899-12-30 00:35:00,(null)
40.875161,-73.909056,<18,48,1899-12-30 20:10:00,18-24
40.875161,-73.909056,18-24,48,1899-12-30 20:06:00,(null)
40.875237,-73.851061,25-44,29,1899-12-30 15:03:00,25-44
40.875687,-73.801857,18-24,88,1899-12-30 04:19:00,25-44
40.87582907,-73.85093078,25-44,58,1899-12-30 13:29:00,18-24
40.876201,-73.907648,18-24,48,1899-12-30 02:25:00,(null)
40.876482,-73.839659,<18,29,1899-12-30 17:50:00,25-44
40.877561,-73.872933,<18,24,1899-12-30 20:05:00,<18
40.877561,-73.872933,<18,24,1899-12-30 20:05:00,25-44
40.877843,-73.864288,18-24,29,1899-12-30 13:26:00,<18
40.877843,-73.864288,18-24,29,1899-12-30 13:26:00,18-24
40.878703,-73.86344,25-44,29,1899-12-30 19:19:00,(null)
40.87885595,-73.87348159,25-44,24,1899-12-30 11:30:00,18-24
40.879,-73.86462,25-44,29,1899-12-30 23:38:00,25-44
40.88003,-73.862364,25-44,29,1899-12-30 02:06:00,25-44
40.880092,-73.859665,18-24,29,1899-12-30 22:28:00,(null)
40.880193,-73.83814,25-44,29,1899-12-30 10:58:00,18-24
40.880398,-73.863884,<18,29,1899-12-30 03:30:00,(null)
40.880398,-73.863884,18-24,29,1899-12-30 03:30:00,(null)
40.880998,-73.864255,45-64,29,1899-12-30 09:32:00,(null)
40.881709,-73.862145,18-24,29,1899-12-30 00:46:00,25-44
40.881863,-73.879905,18-24,24,1899-12-30 14:44:00,(null)
40.882523,-73.863393,25-44,29,1899-12-30 03:33:00,25-44
40.8828621313214,-73.9035744897024,25-44,48,1899-12-30 00:20:00,25-44
40.883119,-73.861372,45-64,29,1899-12-30 05:08:00,45-64
40.883142,-73.843365,25-44,29,1899-12-30 20:09:00,45-64
40.883332,-73.845505,<18,29,1899-12-30 14:20:00,18-24
40.884161,-73.849079,<18,29,1899-12-30 19:00:00,<18
40.884422,-73.833002,25-44,29,1899-12-30 21:11:00,(null)
40.884487,-73.905598,25-44,48,1899-12-30 17:53:00,18-24
40.885322,-73.834568,18-24,29,1899-12-30 22:03:00,(null)
40.885533,-73.853323,18-24,29,1899-12-30 23:40:00,18-24
40.885533,-73.853323,18-24,29,1899-12-30 23:40:00,25-44
40.885687,-73.831251,18-24,29,1899-12-30 20:12:00,<18
40.886853,-73.862682,<18,29,1899-12-30 14:50:00,18-24
40.8873136344706,-73.8472717577564,<18,29,1899-12-30 17:54:00,<18
40.8880176,-73.86372811,<18,29,1899-12-30 21:12:00,(null)
40.888763,-73.858246,45-64,29,1899-12-30 00:14:00,18-24
40.888763,-73.858246,45-64,29,1899-12-30 00:14:00,45-64
40.889374,-73.912958,18-24,48,1899-12-30 04:29:00,18-24
40.88955,-73.84768,<18,29,1899-12-30 17:14:00,25-44
40.890927,-73.849571,18-24,29,1899-12-30 02:56:00,(null)
40.890927,-73.849571,25-44,29,1899-12-30 01:20:00,(null)
40.891419,-73.851095,18-24,29,1899-12-30 20:44:00,18-24
40.894627,-73.858395,25-44,29,1899-12-30 22:46:00,25-44
40.894872,-73.882173,18-24,27,1899-12-30 20:38:00,18-24
40.894872,-73.882173,18-24,27,1899-12-30 20:38:00,25-44
40.894872,-73.882173,25-44,27,1899-12-30 16:30:00,25-44
40.894872,-73.882173,25-44,27,1899-12-30 20:38:00,18-24
40.894872,-73.882173,25-44,27,1899-12-30 20:38:00,25-44
40.89544907,-73.88001135,18-24,54,1899-12-30 04:40:00,(null)
40.89844961,-73.85429832,25-44,29,1899-12-30 22:47:00,18-24
40.899346,-73.856595,18-24,29,1899-12-30 18:48:00,25-44
40.901695,-73.846137,25-44,29,1899-12-30 21:35:00,18-24
40.90204439,-73.85155206,18-24,29,1899-12-30 00:59:00,(null)
40.90204439,-73.85155206,25-44,29,1899-12-30 00:59:00,(null)
40.902269,-73.847859,<18,29,1899-12-30 21:57:00,18-24
40.902763,-73.850945,25-44,29,1899-12-30 23:49:00,25-44
40.90316242,-73.84598587,25-44,29,1899-12-30 08:39:00,45-64
40.904861,-73.850599,25-44,29,1899-12-30 01:18:00,<18
40.905479,-73.848451,25-44,29,1899-12-30 21:51:00,18-24
